|Título apartamento|Preço do apartamento|Quantidade de quarto|Area do apartamento|Taxa do condomínio|Vagas de garagem|Endereco do apartamento|Quantidade de suítes|Quantidade de banheiro
168|Apartamento para venda com 59 metros quadrados com 2 quartos em Ponta Negra - Natal - RN|R$ 767.900|2 quartos|121m²|R$ 0|2 vagas|Natal, Ponta Negra | |2
169| | | | | | | | | 
170|Apartamento para venda com 102m² 3/4 2 Suítes todo reformado em Lagoa Nova - Natal - RN|R$ 866.000|3 quartos|102m²|R$ 625|2 vagas|Natal, Lagoa Nova | |2
171|Apartamento para venda com 3 quartos em Barro Vermelho - Natal - RN|R$ 485.000|3 quartos|96m²|R$ 740|2 vagas|Natal, Barro Vermelho | |2
172|Apartamento para venda com 105 metros quadrados com 3 quartos em Candelária - Natal - RN|R$ 570.000|3 quartos|105m²|R$ 987|2 vagas|Natal, Candelária | |2
173|Apartamento para venda possui 108 metros quadrados com 3 quartos em Ponta Negra - Natal - |R$ 610.000|3 quartos|108m²|R$ 0|2 vagas|Natal, Ponta Negra | |2
174|Apartamento Palazzo Barro Vermelho para venda Com 83m²  com 3/4  em Barro Vermelho - Natal|R$ 714.000|3 quartos|83m²|R$ 445|2 vagas|Natal, Barro Vermelho | |2
175|Apartamento para venda possui 150 metros quadrados com 4 quartos em Tirol - Natal - RN|R$ 1.233.000|4 quartos|150m²|R$ 0|3 vagas|Natal, Tirol | |3
176| | | | | | | | | 
177|Apartamento para venda tem 51 m² com 1 suíte em Ponta Negra - Natal - RN|R$ 559.000|1 quarto|51m²|R$ 612|1 vaga|Natal, Ponta Negra | |1
178|Apartamento em Capim macio para venda possui 85m² com 3 quartos - Natal - RN|R$ 680.000|3 quartos|85m²|R$ 600|2 vagas|Natal, Capim Macio | |2
179|Apartamento para venda possui 55 metros quadrados com 2 quartos em Pitimbu - Natal - RN|R$ 215.000|2 quartos|55m²|R$ 0|1 vaga|Natal, Pitimbu | |1
180|Apartamento para venda com 60 metros quadrados com 2 quartos em Tirol - Natal - RN|R$ 320.000|2 quartos|60m²|R$ 650|1 vaga|Natal, Tirol | |1
181|Apartamento para venda com 142 metros em Candelária - Natal - RN|R$ 800.000|4 quartos|142m²|R$ 0|3 vagas|Natal, Candelária | |3
182|Apartamento para venda possui 85 metros quadrados com 2 quartos em Tirol - Natal - RN|R$ 190.000|2 quartos|85m²|R$ 0|2 vagas|Natal, Tirol | |2
183|Apartamento para venda possui 40 metros quadrados com 1 quarto em Ponta Negra - Natal - RN|R$ 155.000|1 quarto|40m²|R$ 0| |Natal, Ponta Negra | |Piscina
184|Apartamento para venda possui 58 metros quadrados com 2 quartos em Ponta Negra - Natal - R|R$ 250.000|2 quartos|57m²|R$ 280|1 vaga|Natal, Ponta Negra | |1
185|Apartamento para venda tem 56 metros quadrados com 2 quartos em Lagoa Nova - Natal - RN|R$ 210.000|2 quartos|56m²|R$ 0|1 vaga|Natal, Lagoa Nova | |1
186|Apartamento para venda possui 178 metros quadrados com 4 quartos em Tirol - Natal - RN|R$ 950.000|4 quartos|178m²|R$ 0|3 vagas|Natal, Tirol | |3
187|Apartamento para venda possui 82 metros quadrados com 3 quartos em Petrópolis - Natal - RN|R$ 580.000|3 quartos|82m²|R$ 1.000|2 vagas|Natal, Petrópolis | |2
188|Apartamento 3 Quartos para Venda em Natal, PONTA NEGRA, 3 dormitórios, 1 suíte, 2 banheiro|R$ 640.000|3 quartos|79m²|R$ 650|2 vagas|Natal, Ponta Negra | |2
189|Apartamento para venda possui 57 metros quadrados com 2 quartos em Pitimbu - Natal - RN|R$ 220.000|2 quartos|57m²|R$ 350|2 vagas|Natal, Pitimbu | |2
190|Apartamento para venda tem 56 metros quadrados com 2 quartos em Tirol - Natal|R$ 279.000|2 quartos|56m²|R$ 0|1 vaga|Natal, Tirol | |1
191|Apartamento para venda possui 57 metros quadrados com 2 quartos em Pitimbu - Natal - RN|R$ 110.000|2 quartos|57m²|R$ 0|1 vaga|Natal, Pitimbu | |1
192|Apartamento para venda tem 40 metros quadrados com 1 quarto em Ponta Negra - Natal - RN|R$ 380.000|1 quarto|40m²|R$ 420|1 vaga|Natal, Ponta Negra | |1
193|Apartamento para venda com 92 metros quadrados com 3 quartos em Barro Vermelho - Natal - R|R$ 380.000|3 quartos|92m²|R$ 740|2 vagas|Natal, Barro Vermelho | |2
194| | | | | | | | | 
195|Apartamento para venda possui 222 metros quadrados com 4 quartos em Tirol - Natal - RN|R$ 1.899.900|4 quartos|222m²|R$ 873|4 vagas|Natal, Tirol | |4
196|Apartamento para venda tem 88 metros quadrados com 3 quartos em Tirol - Natal - RN|R$ 660.000|3 quartos|88m²|R$ 650|2 vagas|Natal, Tirol | |2
197|Apartamento para venda tem 85 metros quadrados com 3 quartos em Candelária - Natal - RN|R$ 480.000|3 quartos|85m²|R$ 580|2 vagas|Natal, Candelária | |2
198|Apartamento para venda possui 103 metros quadrados com 3 quartos em Petrópolis - Natal - R|R$ 599.000|3 quartos|103m²|R$ 0|2 vagas|Natal, Petrópolis | |2
199|Apartamento para venda com 56 metros quadrados com 2 quartos em Ponta Negra - Natal - RN|R$ 520.000|2 quartos|56m²|R$ 0|1 vaga|Natal, Ponta Negra | |1
200|Apartamento para venda com 95 metros quadrados com 2 quartos em Lagoa Nova - Natal - RN|R$ 630.000|2 quartos|95m²|R$ 700|2 vagas|Natal, Lagoa Nova | |2
201| | | | | | | | | 
202|Apartamento para venda com 100 metros quadrados com 3 quartos em Ponta Negra - Natal - RN|R$ 750.000|3 quartos|100m²|R$ 0|2 vagas|Natal, Ponta Negra | |2
203|Apartamento para venda tem 194 metros quadrados com 4 quartos em Ribeira - Natal - RN|R$ 430.000|4 quartos|194m²|R$ 800|1 vaga|Natal, Ribeira | |1
204|Apartamento para venda possui 332 metros quadrados com 4 quartos em Petrópolis - Natal - R|R$ 430.000|4 quartos|332m²|R$ 1.500|2 vagas|Natal, Petrópolis | |2
205|Apartamento para venda tem 55 metros quadrados com 2 quartos em Planalto - Natal - RN|R$ 100.000|2 quartos|55m²|R$ 356|1 vaga|Natal, Planalto | |1
206|Apartamento para venda possui 52 metros quadrados com 1 quarto em Ponta Negra - Natal - RN|R$ 270.000|1 quarto|52m²|R$ 578|1 vaga|Natal, Ponta Negra | |1
207|Apartamento para venda possui 50 metros quadrados com 2 quartos em Ponta Negra - Natal - R|R$ 319.000|2 quartos|50m²|R$ 250|1 vaga|Natal, Ponta Negra | |1
208|Apartamento para venda possui 95 metros com 3 quartos SENDO 1 SUÍTE em Candelária - Natal|R$ 218.900|3 quartos|95m²|R$ 500|1 vaga|Natal, Candelária | |1
209|Apartamento para venda com 103 metros quadrados com 3 quartos em Tirol - Natal - RN|R$ 560.000|3 quartos|103m²|R$ 800|2 vagas|Natal, Tirol | |2
210|Apartamento para venda tem 190 metros quadrados com 3 quartos em Lagoa Nova - Natal - RN|R$ 590.000|3 quartos|190m²|R$ 1.400|2 vagas|Natal, Lagoa Nova | |2
211| | | | | | | | | 
212|Apartamento para venda possui 103 metros quadrados com 3 quartos em Tirol - Natal - RN|R$ 560.000|3 quartos|103m²|R$ 0|2 vagas|Natal, Tirol | |2
213|Apartamento para venda possui 164 metros quadrados com 4 quartos em Petrópolis - Natal - R|R$ 1.980.000|4 quartos|164m²|R$ 0|4 vagas|Natal, Petrópolis | |4
214|Apartamento para venda tem 88 metros quadrados com 3 quartos em Tirol - Natal - RN|R$ 675.000|3 quartos|88m²|R$ 0|2 vagas|Natal, Tirol | |2
215| | | | | | | | | 
216|Apartamento para venda Crystal Green, 369m², com 5 quartos em Lagoa Nova - Natal - RN|R$ 2.400.000|5 ou mais quartos|369m²|R$ 1.300|4 vagas|Natal, Lagoa Nova | |4
217|Lindo Apartamento para venda no condomínio lacqua, 3 quartos sendo um suíte, natal - rn|R$ 450.000|3 quartos|92m²|R$ 513|2 vagas|Natal, Neópolis | |2
218|Apartamento para venda com 55 metros quadrados com 2 quartos em Ponta Negra - Natal - RN|R$ 390.000|2 quartos|55m²|R$ 600|1 vaga|Natal, Ponta Negra | |1
219|Apartamento para venda tem 57 metros quadrados com 2 quartos em Ponta Negra - Natal - RN|R$ 270.000|2 quartos|57m²|R$ 0|1 vaga|Natal, Ponta Negra | |1
220|Apartamento para venda com 81 metros quadrados com 3 quartos em Neópolis - Natal - RN|R$ 180.000|3 quartos|81m²|R$ 140|1 vaga|Natal, Neópolis | |1
221|Apartamento para venda possui 85 m² com 2 qtos em Nova Descoberta - Natal - RN|R$ 385.000|2 quartos|85m²|R$ 640|2 vagas|Natal, Nova Descoberta | |2
222|Apartamento para venda possui 59 metros quadrados com 3 quartos em Planalto - Natal - RN|R$ 122.000|3 quartos|59m²|R$ 200|1 vaga|Natal, Planalto | |1
223|Apartamento para venda tem 32 metros quadrados com 1 quarto em Pitimbu - Natal - RN|R$ 150.000|1 quarto|32m²|R$ 0|1 vaga|Natal, Pitimbu | |1
224|Apartamento para venda Parque Cidade Jardim, 76m², com 3 quartos em Capim Macio - Natal - |R$ 450.000|3 quartos|76m²|R$ 400|1 vaga|Natal, Capim Macio | |1
225|Apartamento para venda possui 118 metros quadrados com 3 quartos em Petrópolis - Natal - R|R$ 665.000|3 quartos|118m²|R$ 1.000|2 vagas|Natal, Petrópolis | |2
226|Apartamento para venda tem 97 metros quadrados com 2 quartos em Candelária - Natal - RN|R$ 165.000|2 quartos|97m²|R$ 0|5 ou mais vagas|Natal, Candelária | |5 ou mais
227| | | | | | | | | 
228|Apartamento para venda tem 98 metros quadrados com 3 quartos em Petrópolis - Natal - RN|R$ 285.000|3 quartos|98m²|R$ 0|2 vagas|Natal, Petrópolis | |2
229|Apartamento para venda possui 85 metros quadrados com 3 quartos em Capim Macio - Natal - R|R$ 655.000|3 quartos|85m²|R$ 600|2 vagas|Natal, Capim Macio | |2
230|Apartamento para venda tem 55 metros quadrados com 2 quartos em Ponta Negra - Natal - RN|R$ 125.000|2 quartos|55m²|R$ 140|1 vaga|Natal, Ponta Negra | |1
231|Apartamento para venda tem 90 metros quadrados com 2 quartos em Praia do Meio - Natal - RN|R$ 80.000|2 quartos|90m²|R$ 580|1 vaga|Natal, Praia do Meio | |1
232| | | | | | | | | 
233|Apartamento para venda tem 270 metros quadrados com 4 quartos em Tirol - Natal - RN|R$ 1.200.000|4 quartos|270m²|R$ 1.800|3 vagas|Natal, Tirol | |3
234|Apartamento para venda possui 75 metros quadrados com 2 quartos em Lagoa Nova - Natal - RN|R$ 320.000|2 quartos|75m²|R$ 0|2 vagas|Natal, Lagoa Nova | |2
235|Apartamento para venda com 150 metros quadrados com 4 quartos em Tirol - Natal - RN|R$ 980.000|4 quartos|150m²|R$ 958| |Natal, Tirol | |Churrasqueira, Academia, Ar condicionado, Piscina, Varanda
236|Apartamento para venda tem 52 metros quadrados com 1 quarto em Tirol - Natal - RN|R$ 178.999|1 quarto|52m²|R$ 520|1 vaga|Natal, Tirol | |1
237|Apartamento para venda tem 100 metros quadrados com 3 quartos em Tirol - Natal - RN|R$ 500.000|3 quartos|100m²|R$ 790|2 vagas|Natal, Tirol | |2
238|Apartamento para venda com 57 metros quadrados com 2 quartos em Capim Macio - Natal - RN|R$ 349.000|2 quartos|57m²|R$ 0|1 vaga|Natal, Capim Macio | |1
239|Apartamento Residencial para venda e locação, Ponta Negra, Natal - AP0005.|R$ 450.000|2 quartos|56m²|R$ 0| |Natal, Ponta Negra | |Condomínio fechado
240|Apartamento para venda tem 50 metros quadrados com 2 quartos em Capim Macio - Natal - RN|R$ 285.000|2 quartos|50m²|R$ 60.012|1 vaga|Natal, Capim Macio | |1
241|Apartamento para venda possui 60 metros quadrados com 1 quarto em Lagoa Nova - Natal - RN|R$ 150.000|1 quarto|60m²|R$ 430|1 vaga|Natal, Lagoa Nova | |1
242| | | | | | | | | 
243|Apartamento para venda tem 120 metros quadrados com 3 quartos em Petrópolis - Natal - RN|R$ 700.000|3 quartos|120m²|R$ 1.000|3 vagas|Natal, Petrópolis | |3
244|Apartamento para venda tem 191 metros quadrados com 4 quartos em Tirol - Natal - RN|R$ 750.000|4 quartos|191m²|R$ 1.376|2 vagas|Natal, Tirol | |2
245|Apartamento para venda com 119 metros quadrados com 3 quartos em Lagoa Nova - Natal - RN|R$ 800.000|3 quartos|119m²|R$ 600|2 vagas|Natal, Lagoa Nova | |2
246|Apartamento 2 Suítes Para Venda No Comfort Hotel Suítes Natal - Ponta Negra|R$ 319.000|2 quartos|52m²|R$ 0|1 vaga|Natal, Ponta Negra | |1
247|Apartamento para venda tem 50 metros quadrados com 2 quartos em Capim Macio - Natal - RN|R$ 285.000|2 quartos|50m²|R$ 60.012|1 vaga|Natal, Capim Macio | |1
248|Apartamento para venda -Barro Vermelho - Natal - RN|R$ 340.000|3 quartos|101m²|R$ 0|2 vagas|Natal, Barro Vermelho | |2
249|Apartamento para venda Jardim Satélite, 50m², com 2 quartos em Cidade Satélite - Natal - R|R$ 100.000|2 quartos|50m²|R$ 250|1 vaga|Natal, Pitimbu | |1
250| | | | | | | | | 
251|Apartamento para venda tem 64 metros quadrados com 2 quartos em Ponta Negra - Natal - RN|R$ 400.000|2 quartos|64m²|R$ 650|1 vaga|Natal, Ponta Negra | |1
252|Apartamento para venda com 230 metros quadrados com 4 quartos em Tirol - Natal - RN|R$ 680.000|4 quartos|230m²|R$ 1.100|3 vagas|Natal, Tirol | |3
253|Apartamento para venda com 56 metros quadrados com 2 quartos em Tirol - Natal - RN|R$ 380.000|2 quartos|56m²|R$ 360|1 vaga|Natal, Tirol | |1
254|Apartamento para venda tem 98 metros quadrados com 2 quartos em Candelária - Natal - RN|R$ 670.000|2 quartos|98m²|R$ 450|2 vagas|Natal, Candelária | |2
255|Apartamento para venda com 78 metros quadrados em Tirol - Natal - RN|R$ 170.000|3 quartos|78m²|R$ 560|1 vaga|Natal, Tirol | |1
256|Apartamento para venda tem 98 metros quadrados com 3 quartos em Tirol - Natal - RN|R$ 430.000|3 quartos|98m²|R$ 1.500|2 vagas|Natal, Tirol | |2
257|Apartamento para venda tem 79 metros quadrados com 3 quartos em Ponta Negra - Natal - RN|R$ 630.000|3 quartos|79m²|R$ 520|2 vagas|Natal, Ponta Negra | |2
258|Apartamento para venda possui 101 metros quadrados com 2 quartos em Lagoa Nova - Natal - R|R$ 310.000|2 quartos|101m²|R$ 1.000|1 vaga|Natal, Lagoa Nova | |1
259|Apartamento para venda com 49 metros quadrados com 2 quartos em Ponta Negra - Natal - RN|R$ 185.000|2 quartos|49m²|R$ 200|1 vaga|Natal, Ponta Negra | |1
260|Apartamento para venda tem 160 metros quadrados com 3 quartos em Lagoa Nova - Natal - RN|R$ 900.000|3 quartos|160m²|R$ 1.100|3 vagas|Natal, Lagoa Nova | |3
261|Apartamento para venda com 45 m² e 2 quartos em Ponta Negra - Natal - RN|R$ 170.000|2 quartos|45m²|R$ 270|1 vaga|Natal, Ponta Negra | |1
262|Apartamento para venda tem 222 metros quadrados com 4 quartos em Tirol - Natal - RN|R$ 2.200.000|4 quartos|222m²|R$ 0| |Natal, Tirol | |Churrasqueira, Piscina, Academia
263|Apartamento para venda tem 85 metros quadrados com 3 quartos em Capim Macio - Natal - RN|R$ 650.000|3 quartos|85m²|R$ 650|2 vagas|Natal, Capim Macio | |2
264|Apartamento para venda possui 96m² com 3 quartos em Ponta Negra /Natal - RN.|R$ 395.000|3 quartos|96m²|R$ 775|2 vagas|Natal, Ponta Negra | |2
265|Apartamento para venda com 136 metros quadrados com 3 quartos em Tirol - Natal - RN|R$ 810.000|3 quartos|136m²|R$ 1.100|2 vagas|Natal, Tirol | |2
266|Apartamento para venda tem 173 metros quadrados com 3 quartos em Tirol - Natal - RN|R$ 280.000|3 quartos|173m²|R$ 1.000|1 vaga|Natal, Tirol | |1
267|Apartamento para venda com 108 metros quadrados com 4 quartos em Capim Macio - Natal - RN|R$ 700.000|4 quartos|108m²|R$ 590|2 vagas|Natal, Capim Macio | |2
268| | | | | | | | | 
269|Apartamento para venda tem 60m² com 2/4 em Cidade Alta - Natal - RN|R$ 150.000|2 quartos|60m²|R$ 380|1 vaga|Natal, Cidade Alta | |1
270|Apartamento para venda Lual de Ponta Negra, 131m², 4 quartos em Ponta Negra - Natal - RN|R$ 675.000|4 quartos|131m²|R$ 600|1 vaga|Natal, Ponta Negra | |1
271|Apartamento para venda possui 73 metros quadrados com 3 quartos em Tirol - Natal - RN|R$ 265.000|3 quartos|72m²|R$ 660|1 vaga|Natal, Tirol | |1
272|Apartamento para venda tem 137 metros quadrados com 3 quartos em Tirol - Natal - RN|R$ 950.000|3 quartos|137m²|R$ 1.100|2 vagas|Natal, Tirol | |2
273|Apartamento para venda possui 55 metros quadrados com 2 quartos em Tirol - Natal - RN|R$ 300.000|2 quartos|55m²|R$ 600|1 vaga|Natal, Tirol | |1
274|Apartamento para venda tem 137 metros quadrados com 3 quartos em Praia do Meio - Natal - R|R$ 170.000|3 quartos|137m²|R$ 600| |Natal, Praia do Meio | |Condomínio fechado
275|Apartamento para venda com 165 metros quadrados com 3 quartos em Lagoa Nova - Natal - RN|R$ 1.450.000|3 quartos|165m²|R$ 980|3 vagas|Natal, Lagoa Nova | |3
276| | | | | | | | | 
277|Apartamento para venda com 165 metros quadrados com 3 quartos em Lagoa Nova - Natal - RN|R$ 1.450.000|3 quartos|165m²|R$ 980|3 vagas|Natal, Lagoa Nova | |3
278|Apartamento  para venda Ponta Negra - Natal - RN, 3 quartos , 1 suíte.|R$ 370.000|3 quartos|98m²|R$ 490|2 vagas|Natal, Ponta Negra | |2
279|Apartamento para venda com 108 metros quadrados com 3 quartos em Capim Macio - Natal - RN|R$ 650.000|3 quartos|108m²|R$ 0|2 vagas|Natal, Capim Macio | |2
280|Apartamento para venda Parque Cidade Jardim, 76m², com 3 quartos em Capim Macio - Natal - |R$ 520.000|3 quartos|76m²|R$ 400|1 vaga|Natal, Capim Macio | |1
281|Apartamento para venda possui 98 metros quadrados com 3 quartos em Capim Macio - Natal - R|R$ 470.000|3 quartos|98m²|R$ 957|3 vagas|Natal, Capim Macio | |3
282|Apartamento para venda com 79 metros quadrados com 3 quartos em Ponta Negra - Natal - RN|R$ 430.000|3 quartos|79m²|R$ 450|2 vagas|Natal, Ponta Negra | |2
283|Apartamento para venda tem 163 metros quadrados com 3 quartos em Capim Macio - Natal - RN|R$ 716.118|3 quartos|163m²|R$ 0|2 vagas|Natal, Capim Macio | |2
284|Apartamento para venda com 73 metros quadrados com 3 quartos em Lagoa Nova - Natal - RN|R$ 490.000|3 quartos|73m²|R$ 540|2 vagas|Natal, Lagoa Nova | |2
285|Apartamento para venda com 138 metros quadrados com 3 quartos em Tirol - Natal - RN|R$ 950.000|3 quartos|138m²|R$ 1.100|2 vagas|Natal, Tirol | |2
286|Apartamento para venda possui 84 metros quadrados com 3 quartos em Capim Macio - Natal - R|R$ 210.000|3 quartos|84m²|R$ 0|1 vaga|Natal, Capim Macio | |1
287|Apartamento para venda Reserva da Lagoa tem 75m²  com 3 quartos em Dix-Sept Rosado - Natal|R$ 470.000|3 quartos|75m²|R$ 0|2 vagas|Natal, Dix-Sept Rosado | |2
288| | | | | | | | | 
289|Apartamento para venda possui 220 metros quadrados com 4 quartos em Petrópolis - Natal - R|R$ 900.000|4 quartos|220m²|R$ 1.850|2 vagas|Natal, Petrópolis | |2
290|Apartamento para venda com 136 metros quadrados com 3 quartos em Lagoa Nova - Natal - RN|R$ 1.300.000|3 quartos|136m²|R$ 850|3 vagas|Natal, Lagoa Nova | |3
291|Apartamento para venda possui 113 metros quadrados com 3 quartos em Lagoa Nova - Natal - R|R$ 645.000|3 quartos|113m²|R$ 920|2 vagas|Natal, Lagoa Nova | |2
292|Apartamento para venda possui 50 metros quadrados com 2 quartos em Pitimbu - Natal - RN|R$ 210.000|2 quartos|50m²|R$ 259|1 vaga|Natal, Pitimbu | |1
293|Apartamento para venda Versailles, 135m², com 4 quartos em Lagoa Nova - Natal - RN|R$ 370.000|4 quartos|135m²|R$ 870|2 vagas|Natal, Lagoa Nova | |2
294|Apartamento para venda possui 95 metros quadrados com 3 quartos em Lagoa Nova - Natal - RN|R$ 270.000|3 quartos|95m²|R$ 1.100|2 vagas|Natal, Lagoa Nova | |2
295|Apartamento para venda com 141 metros quadrados com 3 quartos em Capim Macio - Natal - RN|R$ 895.000|3 quartos|141m²|R$ 550|2 vagas|Natal, Capim Macio | |2
296|Apartamento para venda possui 40 metros quadrados com 1 quarto em Ponta Negra - Natal - RN|R$ 450.000|1 quarto|40m²|R$ 1.080|1 vaga|Natal, Ponta Negra | |1
297|Apartamento para venda possui 50 metros quadrados com 2 quartos em Ponta Negra - Natal - R|R$ 270.000|2 quartos|50m²|R$ 0|1 vaga|Natal, Ponta Negra | |1
298|Apartamento para venda com 86 metros quadrados com 2 quartos em Lagoa Nova - Natal - RN|R$ 550.000|2 quartos|86m²|R$ 723|2 vagas|Natal, Lagoa Nova | |2
299|Apartamento para venda com 86 metros quadrados com 2 quartos em Lagoa Nova - Natal - RN|R$ 550.000|2 quartos|86m²|R$ 723|2 vagas|Natal, Lagoa Nova | |2
300|Apartamento para venda tem 134 metros quadrados com 3 quartos em Lagoa Nova - Natal - RN|R$ 890.000|3 quartos|134m²|R$ 750|3 vagas|Natal, Lagoa Nova | |3
301|Apartamento para venda possui 160 metros quadrados com 4 quartos em Lagoa Nova - Natal - R|R$ 1.100.000|4 quartos|160m²|R$ 650|3 vagas|Natal, Lagoa Nova | |3
302| | | | | | | | | 
303|Apartamento para venda com 5m²  com 2/4, 2 vagas em Capim Macio - Natal - RN|R$ 400.000|2 quartos|59m²|R$ 620|2 vagas|Natal, Capim Macio | |2
304|Apartamento para venda tem 140m² com 3 quartos em Barro Vermelho - Natal - RN|R$ 480.000|3 quartos|140m²|R$ 0|2 vagas|Natal, Barro Vermelho | |2
305|Apartamento para venda com 56 metros quadrados com 2 quartos em Petrópolis - Natal - RN|R$ 240.000|2 quartos|56m²|R$ 0|1 vaga|Natal, Petrópolis | |1
306|Apartamento para venda tem 55 metros quadrados com 2 quartos em Ponta Negra - Natal - RN|R$ 630.001|3 quartos|117m²|R$ 0|2 vagas|Natal, Ponta Negra | |2
307|Apartamento para venda com 57 metros quadrados com 2 quartos em Lagoa Nova - Natal - RN|R$ 170.000|2 quartos|57m²|R$ 550|1 vaga|Natal, Lagoa Nova | |1
308| | | | | | | | | 
309|Apartamento para venda com 480 metros quadrados com 4 quartos em Petrópolis - Natal - RN|R$ 5.000.000|4 quartos|480m²|R$ 2.500|4 vagas|Natal, Petrópolis | |4
310|Apartamento para venda tem 45 metros quadrados com 2 quartos em Areia Preta - Natal - RN|R$ 270.000|2 quartos|45m²|R$ 1.030|1 vaga|Natal, Areia Preta | |1
311|Apartamento para venda com 160 metros quadrados com 4 quartos em Lagoa Nova - Natal - RN|R$ 1.090.000|4 quartos|160m²|R$ 650|3 vagas|Natal, Lagoa Nova | |3
312|Apartamento para venda possui 89 metros quadrados com 1 quarto em Cidade Alta - Natal - RN|R$ 350.000|1 quarto|89m²|R$ 0|2 vagas|Natal, Cidade Alta | |2
313|Apartamento para venda tem 56 metros quadrados com 2 quartos em Ponta Negra - Natal - RN|R$ 170.000|2 quartos|56m²|R$ 250|1 vaga|Natal, Ponta Negra | |1
314|Apartamento para venda com 90 metros quadrados com 2 quartos em Capim Macio - Natal - RN|R$ 250.000|2 quartos|90m²|R$ 0|2 vagas|Natal, Capim Macio | |2
315|Apartamento para venda possui 42 metros quadrados com 2 quartos em Pajuçara - Natal - RN|R$ 179.490|2 quartos|42m²|R$ 0|1 vaga|Natal, Pajuçara | |1
